pc16,cmd,name,cmd_byte,param,byte1,byte2,format
0x0da3,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5,5,0,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0005)
0x0da6,cmd11,cmdl11_check_reg16_xor_param16,23,4869,5,19,cmdl11_check_reg16_xor_param16(/*param16*/ 0x1305)
0x0da9,cmd10,cmd10_check_reg16_or_param16,20,6431,31,25,cmd10_check_reg16_or_param16(/*param16*/ 0x191f)
0x0dac,cmd07,cmdl07_check_reg16_lt_param16,15,4629,21,18,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1215)
0x0daf,cmd00,cmd00_write_param16_to_reg16,0,2326,22,9,cmd00_write_param16_to_reg16(/*param16*/ 0x0916)
0x0db2,cmd06,cmd06_check_reg16_is_param16,12,268,12,1,cmd06_check_reg16_is_param16(/*param16*/ 0x010c)
0x0db5,cmd03,cmdl03_set_loaded_reg16_to_param16,7,5,5,0,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x0005)
0x0db8,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,19,19,0,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0013)
0x0dbb,cmd01,cmd01_store_reg16_to_tape_addr,2,769,1,3,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0301)
0x0dbe,cmd05,cmdl05_sub_param16_from_reg16,11,4864,0,19,cmdl05_sub_param16_from_reg16(/*param16*/ 0x1300)
0x0dc1,cmd07,cmdl07_check_reg16_lt_param16,15,5141,21,20,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1415)
0x0dc4,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5375,255,20,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x14ff)
0x0dc7,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5,5,0,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0005)
0x0dca,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,1292,12,5,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x050c)
0x0dcd,cmd11,cmd11_check_reg16_xor_param16,22,5121,1,20,cmd11_check_reg16_xor_param16(/*param16*/ 0x1401)
0x0dd0,cmd07,cmdl07_check_reg16_lt_param16,15,18,18,0,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0012)
0x0dd3,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,19,19,0,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0013)
0x0dd6,cmd04,cmd04_sum_reg16_param16_to_reg16,8,4613,5,18,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x1205)
0x0dd9,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,5375,255,20,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x14ff)
0x0ddc,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5,5,0,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0005)
0x0ddf,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,1292,12,5,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x050c)
0x0de2,cmd11,cmd11_check_reg16_xor_param16,22,5121,1,20,cmd11_check_reg16_xor_param16(/*param16*/ 0x1401)
0x0de5,cmd07,cmdl07_check_reg16_lt_param16,15,18,18,0,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0012)
0x0de8,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3349,21,13,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0d15)
0x0deb,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,256,0,1,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0100)
0x0dee,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,6400,0,25,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1900)
0x0df1,cmd07,cmdl07_check_reg16_lt_param16,15,21,21,0,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0015)
0x0df4,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,1033,9,4,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0409)
0x0df7,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,2304,0,9,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0900)
0x0dfa,cmd10,cmd10_check_reg16_or_param16,20,512,0,2,cmd10_check_reg16_or_param16(/*param16*/ 0x0200)
0x0dfd,cmd00,cmdl00_write_param16_to_reg16,1,2819,3,11,cmdl00_write_param16_to_reg16(/*param16*/ 0x0b03)
0x0e00,cmd00,cmd00_write_param16_to_reg16,0,4117,21,16,cmd00_write_param16_to_reg16(/*param16*/ 0x1015)
0x0e03,cmd00,cmd00_write_param16_to_reg16,0,2068,20,8,cmd00_write_param16_to_reg16(/*param16*/ 0x0814)
0x0e06,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,3328,0,13,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0d00)
0x0e09,cmd07,cmdl07_check_reg16_lt_param16,15,3605,21,14,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0e15)
0x0e0c,cmd10,cmd10_check_reg16_or_param16,20,2305,1,9,cmd10_check_reg16_or_param16(/*param16*/ 0x0901)
0x0e0f,cmd07,cmd07_check_reg16_lt_param16,14,511,255,1,cmd07_check_reg16_lt_param16(/*param16*/ 0x01ff)
0x0e12,cmd00,cmd00_write_param16_to_reg16,0,1287,7,5,cmd00_write_param16_to_reg16(/*param16*/ 0x0507)
0x0e15,cmd07,cmd07_check_reg16_lt_param16,14,3092,20,12,cmd07_check_reg16_lt_param16(/*param16*/ 0x0c14)
0x0e18,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,512,0,2,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0200)
0x0e1b,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,1285,5,5,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0505)
0x0e1e,cmd13,cmd13_beq,26,5,5,0,cmd13_beq(/*addr16*/ 0x0005)
0x0e21,cmd01,cmd01_store_reg16_to_tape_addr,2,3852,12,15,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0f0c)
0x0e24,cmd11,cmdl11_check_reg16_xor_param16,23,7955,19,31,cmdl11_check_reg16_xor_param16(/*param16*/ 0x1f13)
0x0e27,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0e2a,cmd00,cmd00_write_param16_to_reg16,0,783,15,3,cmd00_write_param16_to_reg16(/*param16*/ 0x030f)
0x0e2d,cmd01,cmdl01_store_reg16_to_tape_addr,3,4865,1,19,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x1301)
0x0e30,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,3599,15,14,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0e0f)
0x0e33,cmd00,cmdl00_write_param16_to_reg16,1,12,12,0,cmdl00_write_param16_to_reg16(/*param16*/ 0x000c)
0x0e36,cmd01,cmdl01_store_reg16_to_tape_addr,3,3852,12,15,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x0f0c)
0x0e39,cmd10,cmdl10_check_reg16_or_param16,21,4,4,0,cmdl10_check_reg16_or_param16(/*param16*/ 0x0004)
0x0e3c,cmd06,cmdl06_check_reg16_is_param16,13,261,5,1,cmdl06_check_reg16_is_param16(/*param16*/ 0x0105)
0x0e3f,cmd07,cmd07_check_reg16_lt_param16,14,1284,4,5,cmd07_check_reg16_lt_param16(/*param16*/ 0x0504)
0x0e42,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,19,19,0,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0013)
0x0e45,cmd01,cmd01_store_reg16_to_tape_addr,2,25,25,0,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0019)
0x0e48,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,14,14,0,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x000e)
0x0e4b,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0e4e,cmd00,cmd00_write_param16_to_reg16,0,2835,19,11,cmd00_write_param16_to_reg16(/*param16*/ 0x0b13)
0x0e51,cmd12,cmdl12_goto,25,6655,255,25,cmdl12_goto(/*addr16*/ 0x19ff)
0x0e54,cmd07,cmdl07_check_reg16_lt_param16,15,21,21,0,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0015)
0x0e57,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,276,20,1,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0114)
0x0e5a,cmd07,cmd07_check_reg16_lt_param16,14,4,4,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0004)
0x0e5d,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,14,14,0,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x000e)
0x0e60,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0e63,cmd00,cmd00_write_param16_to_reg16,0,2317,13,9,cmd00_write_param16_to_reg16(/*param16*/ 0x090d)
0x0e66,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,5139,19,20,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1413)
0x0e69,cmd00,cmd00_write_param16_to_reg16,0,1551,15,6,cmd00_write_param16_to_reg16(/*param16*/ 0x060f)
0x0e6c,cmd00,cmd00_write_param16_to_reg16,0,1,1,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0001)
0x0e6f,cmd01,cmdl01_store_reg16_to_tape_addr,3,4609,1,18,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x1201)
0x0e72,cmd00,cmdl00_write_param16_to_reg16,1,278,22,1,cmdl00_write_param16_to_reg16(/*param16*/ 0x0116)
0x0e75,cmd07,cmd07_check_reg16_lt_param16,14,3840,0,15,cmd07_check_reg16_lt_param16(/*param16*/ 0x0f00)
0x0e78,cmd03,cmd03_set_loaded_reg16_to_param16,6,3328,0,13,cmd03_set_loaded_reg16_to_param16(/*param16*/ 0x0d00)
0x0e7b,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,786,18,3,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0312)
0x0e7e,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3585,1,14,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0e01)
0x0e81,cmd10,cmd10_check_reg16_or_param16,20,7955,19,31,cmd10_check_reg16_or_param16(/*param16*/ 0x1f13)
0x0e84,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0e87,cmd12,cmdl12_goto,25,3072,0,12,cmdl12_goto(/*addr16*/ 0x0c00)
0x0e8a,cmd07,cmdl07_check_reg16_lt_param16,15,2831,15,11,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0b0f)
0x0e8d,cmd00,cmd00_write_param16_to_reg16,0,261,5,1,cmd00_write_param16_to_reg16(/*param16*/ 0x0105)
0x0e90,cmd03,cmdl03_set_loaded_reg16_to_param16,7,4613,5,18,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x1205)
0x0e93,cmd00,cmd00_write_param16_to_reg16,0,3860,20,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f14)
0x0e96,cmd00,cmd00_write_param16_to_reg16,0,5378,2,21,cmd00_write_param16_to_reg16(/*param16*/ 0x1502)
0x0e99,cmd12,cmdl12_goto,25,256,0,1,cmdl12_goto(/*addr16*/ 0x0100)
0x0e9c,cmd07,cmd07_check_reg16_lt_param16,14,5145,25,20,cmd07_check_reg16_lt_param16(/*param16*/ 0x1419)
0x0e9f,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3593,9,14,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0e09)
0x0ea2,cmd03,cmdl03_set_loaded_reg16_to_param16,7,6400,0,25,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x1900)
0x0ea5,cmd07,cmdl07_check_reg16_lt_param16,15,7701,21,30,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1e15)
0x0ea8,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,5,5,0,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0005)
0x0eab,cmd01,cmdl01_store_reg16_to_tape_addr,3,4609,1,18,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x1201)
0x0eae,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,2329,25,9,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0919)
0x0eb1,cmd07,cmd07_check_reg16_lt_param16,14,7943,7,31,cmd07_check_reg16_lt_param16(/*param16*/ 0x1f07)
0x0eb4,cmd07,cmdl07_check_reg16_lt_param16,15,1294,14,5,cmdl07_check_reg16_lt_param16(/*param16*/ 0x050e)
0x0eb7,cmd00,cmd00_write_param16_to_reg16,0,1551,15,6,cmd00_write_param16_to_reg16(/*param16*/ 0x060f)
0x0eba,cmd00,cmd00_write_param16_to_reg16,0,2068,20,8,cmd00_write_param16_to_reg16(/*param16*/ 0x0814)
0x0ebd,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,3328,0,13,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0d00)
0x0ec0,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,786,18,3,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0312)
0x0ec3,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3585,1,14,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0e01)
0x0ec6,cmd10,cmd10_check_reg16_or_param16,20,19,19,0,cmd10_check_reg16_or_param16(/*param16*/ 0x0013)
0x0ec9,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,3077,5,12,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0c05)
0x0ecc,cmd06,cmd06_check_reg16_is_param16,12,19,19,0,cmd06_check_reg16_is_param16(/*param16*/ 0x0013)
0x0ecf,cmd00,cmdl00_write_param16_to_reg16,1,1304,24,5,cmdl00_write_param16_to_reg16(/*param16*/ 0x0518)
0x0ed2,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,287,31,1,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x011f)
0x0ed5,cmd00,cmd00_write_param16_to_reg16,0,1300,20,5,cmd00_write_param16_to_reg16(/*param16*/ 0x0514)
0x0ed8,cmd07,cmd07_check_reg16_lt_param16,14,20,20,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0014)
0x0edb,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,19,19,0,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0013)
0x0ede,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,5125,5,20,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1405)
0x0ee1,cmd00,cmd00_write_param16_to_reg16,0,4117,21,16,cmd00_write_param16_to_reg16(/*param16*/ 0x1015)
0x0ee4,cmd00,cmd00_write_param16_to_reg16,0,3860,20,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f14)
0x0ee7,cmd00,cmd00_write_param16_to_reg16,0,2068,20,8,cmd00_write_param16_to_reg16(/*param16*/ 0x0814)
0x0eea,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,1280,0,5,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0500)
0x0eed,cmd00,cmdl00_write_param16_to_reg16,1,5139,19,20,cmdl00_write_param16_to_reg16(/*param16*/ 0x1413)
0x0ef0,cmd15,cmdl15_stack_preserve_call,31,1,1,0,cmdl15_stack_preserve_call(/*addr16*/ 0x0001)
0x0ef3,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,271,15,1,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x010f)
0x0ef6,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,3072,0,12,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0c00)
0x0ef9,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,1025,1,4,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0401)
0x0efc,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,512,0,2,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0200)
0x0eff,cmd00,cmdl00_write_param16_to_reg16,1,2819,3,11,cmdl00_write_param16_to_reg16(/*param16*/ 0x0b03)
0x0f02,cmd00,cmd00_write_param16_to_reg16,0,1303,23,5,cmd00_write_param16_to_reg16(/*param16*/ 0x0517)
0x0f05,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,20,20,0,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0014)
0x0f08,cmd10,cmd10_check_reg16_or_param16,20,15,15,0,cmd10_check_reg16_or_param16(/*param16*/ 0x000f)
0x0f0b,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0f0e,cmd00,cmd00_write_param16_to_reg16,0,4611,3,18,cmd00_write_param16_to_reg16(/*param16*/ 0x1203)
0x0f11,cmd07,cmdl07_check_reg16_lt_param16,15,4883,19,19,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1313)
0x0f14,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,271,15,1,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x010f)
0x0f17,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,7955,19,31,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1f13)
0x0f1a,cmd00,cmdl00_write_param16_to_reg16,1,5888,0,23,cmdl00_write_param16_to_reg16(/*param16*/ 0x1700)
0x0f1d,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,5121,1,20,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1401)
0x0f20,cmd04,cmd04_sum_reg16_param16_to_reg16,8,4613,5,18,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x1205)
0x0f23,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,4,4,0,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0004)
0x0f26,cmd08,cmd08_check_reg16_and_param16,16,5121,1,20,cmd08_check_reg16_and_param16(/*param16*/ 0x1401)
0x0f29,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3072,0,12,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0c00)
0x0f2c,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,1025,1,4,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0401)
0x0f2f,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,4864,0,19,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1300)
0x0f32,cmd07,cmdl07_check_reg16_lt_param16,15,5141,21,20,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1415)
0x0f35,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5120,0,20,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x1400)
0x0f38,cmd07,cmdl07_check_reg16_lt_param16,15,279,23,1,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0117)
0x0f3b,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,4868,4,19,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1304)
0x0f3e,cmd00,cmd00_write_param16_to_reg16,0,3865,25,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f19)
0x0f41,cmd10,cmdl10_check_reg16_or_param16,21,18,18,0,cmdl10_check_reg16_or_param16(/*param16*/ 0x0012)
0x0f44,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5391,15,21,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x150f)
0x0f47,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,65285,5,255,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0xff05)
0x0f4a,cmd12,cmdl12_goto,25,5391,15,21,cmdl12_goto(/*addr16*/ 0x150f)
0x0f4d,cmd00,cmd00_write_param16_to_reg16,0,3844,4,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f04)
0x0f50,cmd07,cmd07_check_reg16_lt_param16,14,5150,30,20,cmd07_check_reg16_lt_param16(/*param16*/ 0x141e)
0x0f53,cmd00,cmd00_write_param16_to_reg16,0,264,8,1,cmd00_write_param16_to_reg16(/*param16*/ 0x0108)
0x0f56,cmd11,cmd11_check_reg16_xor_param16,22,5,5,0,cmd11_check_reg16_xor_param16(/*param16*/ 0x0005)
0x0f59,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,3854,14,15,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0f0e)
0x0f5c,cmd10,cmdl10_check_reg16_or_param16,21,2055,7,8,cmdl10_check_reg16_or_param16(/*param16*/ 0x0807)
0x0f5f,cmd00,cmd00_write_param16_to_reg16,0,3860,20,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f14)
0x0f62,cmd00,cmd00_write_param16_to_reg16,0,5378,2,21,cmd00_write_param16_to_reg16(/*param16*/ 0x1502)
0x0f65,cmd12,cmdl12_goto,25,256,0,1,cmdl12_goto(/*addr16*/ 0x0100)
0x0f68,cmd07,cmd07_check_reg16_lt_param16,14,256,0,1,cmd07_check_reg16_lt_param16(/*param16*/ 0x0100)
0x0f6b,cmd12,cmd12_goto,24,65285,5,255,cmd12_goto(/*addr16*/ 0xff05)
0x0f6e,cmd12,cmdl12_goto,25,5391,15,21,cmdl12_goto(/*addr16*/ 0x150f)
0x0f71,cmd00,cmd00_write_param16_to_reg16,0,3844,4,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f04)
0x0f74,cmd07,cmd07_check_reg16_lt_param16,14,5150,30,20,cmd07_check_reg16_lt_param16(/*param16*/ 0x141e)
0x0f77,cmd00,cmd00_write_param16_to_reg16,0,264,8,1,cmd00_write_param16_to_reg16(/*param16*/ 0x0108)
0x0f7a,cmd11,cmd11_check_reg16_xor_param16,22,5,5,0,cmd11_check_reg16_xor_param16(/*param16*/ 0x0005)
0x0f7d,cmd00,cmdl00_write_param16_to_reg16,1,6414,14,25,cmdl00_write_param16_to_reg16(/*param16*/ 0x190e)
0x0f80,cmd10,cmd10_check_reg16_or_param16,20,2312,8,9,cmd10_check_reg16_or_param16(/*param16*/ 0x0908)
0x0f83,cmd07,cmd07_check_reg16_lt_param16,14,7,7,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0007)
0x0f86,cmd10,cmd10_check_reg16_or_param16,20,15,15,0,cmd10_check_reg16_or_param16(/*param16*/ 0x000f)
0x0f89,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,3077,5,12,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0c05)
0x0f8c,cmd06,cmd06_check_reg16_is_param16,12,6655,255,25,cmd06_check_reg16_is_param16(/*param16*/ 0x19ff)
0x0f8f,cmd07,cmdl07_check_reg16_lt_param16,15,21,21,0,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0015)
0x0f92,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,3077,5,12,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0c05)
0x0f95,cmd06,cmd06_check_reg16_is_param16,12,3840,0,15,cmd06_check_reg16_is_param16(/*param16*/ 0x0f00)
0x0f98,cmd03,cmd03_set_loaded_reg16_to_param16,6,6,6,0,cmd03_set_loaded_reg16_to_param16(/*param16*/ 0x0006)
0x0f9b,cmd11,cmdl11_check_reg16_xor_param16,23,264,8,1,cmdl11_check_reg16_xor_param16(/*param16*/ 0x0108)
0x0f9e,cmd10,cmd10_check_reg16_or_param16,20,6400,0,25,cmd10_check_reg16_or_param16(/*param16*/ 0x1900)
0x0fa1,cmd07,cmdl07_check_reg16_lt_param16,15,21,21,0,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0015)
0x0fa4,cmd11,cmdl11_check_reg16_xor_param16,23,4613,5,18,cmdl11_check_reg16_xor_param16(/*param16*/ 0x1205)
0x0fa7,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,2048,0,8,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0800)
0x0faa,cmd07,cmdl07_check_reg16_lt_param16,15,1036,12,4,cmdl07_check_reg16_lt_param16(/*param16*/ 0x040c)
0x0fad,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,1806,14,7,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x070e)
0x0fb0,cmd00,cmd00_write_param16_to_reg16,0,3846,6,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f06)
0x0fb3,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,4864,0,19,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1300)
0x0fb6,cmd07,cmdl07_check_reg16_lt_param16,15,1293,13,5,cmdl07_check_reg16_lt_param16(/*param16*/ 0x050d)
0x0fb9,cmd00,cmd00_write_param16_to_reg16,0,3856,16,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f10)
0x0fbc,cmd01,cmdl01_store_reg16_to_tape_addr,3,1291,11,5,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x050b)
0x0fbf,cmd10,cmd10_check_reg16_or_param16,20,768,0,3,cmd10_check_reg16_or_param16(/*param16*/ 0x0300)
0x0fc2,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3585,1,14,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0e01)
0x0fc5,cmd03,cmdl03_set_loaded_reg16_to_param16,7,65285,5,255,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0xff05)
0x0fc8,cmd12,cmdl12_goto,25,5391,15,21,cmdl12_goto(/*addr16*/ 0x150f)
0x0fcb,cmd00,cmd00_write_param16_to_reg16,0,5378,2,21,cmd00_write_param16_to_reg16(/*param16*/ 0x1502)
0x0fce,cmd12,cmdl12_goto,25,256,0,1,cmdl12_goto(/*addr16*/ 0x0100)
0x0fd1,cmd00,cmd00_write_param16_to_reg16,0,5139,19,20,cmd00_write_param16_to_reg16(/*param16*/ 0x1413)
0x0fd4,cmd10,cmdl10_check_reg16_or_param16,21,1042,18,4,cmdl10_check_reg16_or_param16(/*param16*/ 0x0412)
0x0fd7,cmd12,cmdl12_goto,25,3072,0,12,cmdl12_goto(/*addr16*/ 0x0c00)
0x0fda,cmd07,cmdl07_check_reg16_lt_param16,15,2831,15,11,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0b0f)
0x0fdd,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,1806,14,7,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x070e)
0x0fe0,cmd00,cmd00_write_param16_to_reg16,0,6145,1,24,cmd00_write_param16_to_reg16(/*param16*/ 0x1801)
0x0fe3,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,256,0,1,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0100)
0x0fe6,cmd07,cmd07_check_reg16_lt_param16,14,4,4,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0004)
