pc16,cmd,name,cmd_byte,param,byte1,byte2,format
0x0b54,cmd05,cmdl05_sub_param16_from_reg16,11,13243,187,51,cmdl05_sub_param16_from_reg16(/*param16*/ 0x33bb)
0x0b57,cmd06,cmdl06_check_reg16_is_param16,13,13244,188,51,cmdl06_check_reg16_is_param16(/*param16*/ 0x33bc)
0x0b5a,cmd13,cmd13_beq,26,2919,103,11,cmd13_beq(/*addr16*/ 0x0b67)
0x0b5d,cmd00,cmd00_write_param16_to_reg16,0,0,0,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0000)
0x0b60,cmd01,cmd01_store_reg16_to_tape_addr,2,13244,188,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33bc)
0x0b63,cmd18,cmd18_pop_stack_to_reg16,36,-1,-1,-1,cmd18_pop_stack_to_reg16()
0x0b64,cmd12,cmd12_goto,24,2757,197,10,cmd12_goto(/*addr16*/ 0x0ac5)
0x0b67,cmd18,cmd18_pop_stack_to_reg16,36,-1,-1,-1,cmd18_pop_stack_to_reg16()
0x0b68,cmd00,cmd00_write_param16_to_reg16,0,7801,121,30,cmd00_write_param16_to_reg16(/*param16*/ 0x1e79)
0x0b6b,cmd00,cmd00_write_param16_to_reg16,0,10,10,0,cmd00_write_param16_to_reg16(/*param16*/ 0x000a)
0x0b6e,cmd01,cmd01_store_reg16_to_tape_addr,2,2949,133,11,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0b85)
0x0b71,cmd00,cmd00_write_param16_to_reg16,0,8,8,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0008)
0x0b74,cmd01,cmd01_store_reg16_to_tape_addr,2,2634,74,10,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0a4a)
0x0b77,cmd00,cmd00_write_param16_to_reg16,0,62,62,0,cmd00_write_param16_to_reg16(/*param16*/ 0x003e)
0x0b7a,cmd01,cmd01_store_reg16_to_tape_addr,2,2948,132,11,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0b84)
0x0b7d,cmd00,cmd00_write_param16_to_reg16,0,125,125,0,cmd00_write_param16_to_reg16(/*param16*/ 0x007d)
0x0b80,cmd01,cmd01_store_reg16_to_tape_addr,2,2633,73,10,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0a49)
0x0b83,cmd12,cmd12_goto,24,2757,197,10,cmd12_goto(/*addr16*/ 0x0ac5)
0x0b86,cmd01,cmdl01_store_reg16_to_tape_addr,3,264,8,1,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x0108)
0x0b89,cmd00,cmd00_write_param16_to_reg16,0,45058,2,176,cmd00_write_param16_to_reg16(/*param16*/ 0xb002)
0x0b8c,cmd25,cmdl25_bug,51,-1,-1,-1,cmdl25_bug()
0x0b8d,cmd07,cmd07_check_reg16_lt_param16,14,12,12,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x000c)
0x0b90,cmd18,cmd18_pop_stack_to_reg16,36,-1,-1,-1,cmd18_pop_stack_to_reg16()
0x0b91,cmd13,cmd13_beq,26,2757,197,10,cmd13_beq(/*addr16*/ 0x0ac5)
0x0b94,cmd18,cmd18_pop_stack_to_reg16,36,-1,-1,-1,cmd18_pop_stack_to_reg16()
0x0b95,cmd00,cmd00_write_param16_to_reg16,0,6,6,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0006)
0x0b98,cmd01,cmd01_store_reg16_to_tape_addr,2,2991,175,11,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0baf)
0x0b9b,cmd00,cmd00_write_param16_to_reg16,0,253,253,0,cmd00_write_param16_to_reg16(/*param16*/ 0x00fd)
0x0b9e,cmd01,cmd01_store_reg16_to_tape_addr,2,1583,47,6,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x062f)
0x0ba1,cmd00,cmd00_write_param16_to_reg16,0,23,23,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0017)
0x0ba4,cmd01,cmd01_store_reg16_to_tape_addr,2,2990,174,11,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0bae)
0x0ba7,cmd00,cmd00_write_param16_to_reg16,0,3,3,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0003)
0x0baa,cmd01,cmd01_store_reg16_to_tape_addr,2,1584,48,6,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0630)
0x0bad,cmd12,cmd12_goto,24,2757,197,10,cmd12_goto(/*addr16*/ 0x0ac5)
0x0bb0,cmd19,cmd19_issue_new_frame,38,-1,-1,-1,cmd19_issue_new_frame()
0x0bb1,cmd20,cmd20_read_joypad_input_and_set_to_reg16,40,-1,-1,-1,cmd20_read_joypad_input_and_set_to_reg16()
0x0bb2,cmd01,cmd01_store_reg16_to_tape_addr,2,13229,173,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33ad)
0x0bb5,cmd00,cmd00_write_param16_to_reg16,0,255,255,0,cmd00_write_param16_to_reg16(/*param16*/ 0x00ff)
0x0bb8,cmd11,cmdl11_check_reg16_xor_param16,23,13230,174,51,cmdl11_check_reg16_xor_param16(/*param16*/ 0x33ae)
0x0bbb,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,13229,173,51,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x33ad)
0x0bbe,cmd17,cmd17_push_reg16_to_stack,34,-1,-1,-1,cmd17_push_reg16_to_stack()
0x0bbf,cmd00,cmdl00_write_param16_to_reg16,1,13229,173,51,cmdl00_write_param16_to_reg16(/*param16*/ 0x33ad)
0x0bc2,cmd01,cmd01_store_reg16_to_tape_addr,2,13230,174,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33ae)
0x0bc5,cmd18,cmd18_pop_stack_to_reg16,36,-1,-1,-1,cmd18_pop_stack_to_reg16()
0x0bc6,cmd01,cmd01_store_reg16_to_tape_addr,2,13229,173,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33ad)
0x0bc9,cmd08,cmd08_check_reg16_and_param16,16,1,1,0,cmd08_check_reg16_and_param16(/*param16*/ 0x0001)
0x0bcc,cmd13,cmd13_beq,26,3056,240,11,cmd13_beq(/*addr16*/ 0x0bf0)
0x0bcf,cmd08,cmd08_check_reg16_and_param16,16,2,2,0,cmd08_check_reg16_and_param16(/*param16*/ 0x0002)
0x0bd2,cmd13,cmd13_beq,26,3062,246,11,cmd13_beq(/*addr16*/ 0x0bf6)
0x0bd5,cmd08,cmd08_check_reg16_and_param16,16,4,4,0,cmd08_check_reg16_and_param16(/*param16*/ 0x0004)
0x0bd8,cmd13,cmd13_beq,26,3068,252,11,cmd13_beq(/*addr16*/ 0x0bfc)
0x0bdb,cmd08,cmd08_check_reg16_and_param16,16,8,8,0,cmd08_check_reg16_and_param16(/*param16*/ 0x0008)
0x0bde,cmd13,cmd13_beq,26,3074,2,12,cmd13_beq(/*addr16*/ 0x0c02)
0x0be1,cmd08,cmd08_check_reg16_and_param16,16,16,16,0,cmd08_check_reg16_and_param16(/*param16*/ 0x0010)
0x0be4,cmd13,cmd13_beq,26,3080,8,12,cmd13_beq(/*addr16*/ 0x0c08)
0x0be7,cmd08,cmd08_check_reg16_and_param16,16,32,32,0,cmd08_check_reg16_and_param16(/*param16*/ 0x0020)
0x0bea,cmd13,cmd13_beq,26,3086,14,12,cmd13_beq(/*addr16*/ 0x0c0e)
0x0bed,cmd12,cmd12_goto,24,2992,176,11,cmd12_goto(/*addr16*/ 0x0bb0)
0x0bf0,cmd00,cmd00_write_param16_to_reg16,0,0,0,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0000)
0x0bf3,cmd12,cmd12_goto,24,3092,20,12,cmd12_goto(/*addr16*/ 0x0c14)
0x0bf6,cmd00,cmd00_write_param16_to_reg16,0,2,2,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0002)
0x0bf9,cmd12,cmd12_goto,24,3092,20,12,cmd12_goto(/*addr16*/ 0x0c14)
0x0bfc,cmd00,cmd00_write_param16_to_reg16,0,1,1,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0001)
0x0bff,cmd12,cmd12_goto,24,3092,20,12,cmd12_goto(/*addr16*/ 0x0c14)
0x0c02,cmd00,cmd00_write_param16_to_reg16,0,3,3,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0003)
0x0c05,cmd12,cmd12_goto,24,3092,20,12,cmd12_goto(/*addr16*/ 0x0c14)
0x0c08,cmd00,cmd00_write_param16_to_reg16,0,4,4,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0004)
0x0c0b,cmd12,cmd12_goto,24,3113,41,12,cmd12_goto(/*addr16*/ 0x0c29)
0x0c0e,cmd00,cmd00_write_param16_to_reg16,0,5,5,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0005)
0x0c11,cmd12,cmd12_goto,24,3113,41,12,cmd12_goto(/*addr16*/ 0x0c29)
0x0c14,cmd01,cmd01_store_reg16_to_tape_addr,2,13234,178,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33b2)
0x0c17,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,13238,182,51,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x33b6)
0x0c1a,cmd07,cmd07_check_reg16_lt_param16,14,4,4,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0004)
0x0c1d,cmd13,cmd13_beq,26,3107,35,12,cmd13_beq(/*addr16*/ 0x0c23)
0x0c20,cmd05,cmd05_sub_param16_from_reg16,10,4,4,0,cmd05_sub_param16_from_reg16(/*param16*/ 0x0004)
0x0c23,cmd01,cmd01_store_reg16_to_tape_addr,2,13233,177,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33b1)
0x0c26,cmd12,cmd12_goto,24,3119,47,12,cmd12_goto(/*addr16*/ 0x0c2f)
0x0c29,cmd01,cmd01_store_reg16_to_tape_addr,2,13234,178,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33b2)
0x0c2c,cmd01,cmd01_store_reg16_to_tape_addr,2,13233,177,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33b1)
0x0c2f,cmd00,cmd00_write_param16_to_reg16,0,13258,202,51,cmd00_write_param16_to_reg16(/*param16*/ 0x33ca)
0x0c32,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,13231,175,51,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x33af)
0x0c35,cmd03,cmdl03_set_loaded_reg16_to_param16,7,13234,178,51,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x33b2)
0x0c38,cmd00,cmdl00_write_param16_to_reg16,1,13231,175,51,cmdl00_write_param16_to_reg16(/*param16*/ 0x33af)
0x0c3b,cmd04,cmd04_sum_reg16_param16_to_reg16,8,1,1,0,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0001)
0x0c3e,cmd01,cmd01_store_reg16_to_tape_addr,2,13231,175,51,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x33af)
0x0c41,cmd12,cmd12_goto,24,3183,111,12,cmd12_goto(/*addr16*/ 0x0c6f)
0x0c44,cmd06,cmd06_check_reg16_is_param16,12,1,1,0,cmd06_check_reg16_is_param16(/*param16*/ 0x0001)
0x0c47,cmd14,cmd14_bne,28,3153,81,12,cmd14_bne(/*addr16*/ 0x0c51)
0x0c4a,cmd00,cmd00_write_param16_to_reg16,0,13009,209,50,cmd00_write_param16_to_reg16(/*param16*/ 0x32d1)
0x0c4d,cmd23,cmd23_noop,46,-1,-1,-1,cmd23_noop()
0x0c4e,cmd00,cmd00_write_param16_to_reg16,0,1,1,0,cmd00_write_param16_to_reg16(/*param16*/ 0x0001)
0x0c51,cmd06,cmd06_check_reg16_is_param16,12,7,7,0,cmd06_check_reg16_is_param16(/*param16*/ 0x0007)
0x0c54,cmd13,cmd13_beq,26,3187,115,12,cmd13_beq(/*addr16*/ 0x0c73)
0x0c57,cmd06,cmd06_check_reg16_is_param16,12,16,16,0,cmd06_check_reg16_is_param16(/*param16*/ 0x0010)
0x0c5a,cmd13,cmd13_beq,26,3187,115,12,cmd13_beq(/*addr16*/ 0x0c73)
0x0c5d,cmd06,cmd06_check_reg16_is_param16,12,25,25,0,cmd06_check_reg16_is_param16(/*param16*/ 0x0019)
0x0c60,cmd13,cmd13_beq,26,3194,122,12,cmd13_beq(/*addr16*/ 0x0c7a)
0x0c63,cmd06,cmd06_check_reg16_is_param16,12,34,34,0,cmd06_check_reg16_is_param16(/*param16*/ 0x0022)
0x0c66,cmd13,cmd13_beq,26,3194,122,12,cmd13_beq(/*addr16*/ 0x0c7a)
0x0c69,cmd06,cmd06_check_reg16_is_param16,12,44,44,0,cmd06_check_reg16_is_param16(/*param16*/ 0x002c)
0x0c6c,cmd13,cmd13_beq,26,3201,129,12,cmd13_beq(/*addr16*/ 0x0c81)
0x0c6f,cmd00,cmdl00_write_param16_to_reg16,1,13233,177,51,cmdl00_write_param16_to_reg16(/*param16*/ 0x33b1)
0x0c72,cmd16,cmd16_return,32,-1,-1,-1,cmd16_return()
0x0c73,cmd00,cmd00_write_param16_to_reg16,0,13047,247,50,cmd00_write_param16_to_reg16(/*param16*/ 0x32f7)
0x0c76,cmd23,cmd23_noop,46,-1,-1,-1,cmd23_noop()
0x0c77,cmd12,cmd12_goto,24,3183,111,12,cmd12_goto(/*addr16*/ 0x0c6f)
0x0c7a,cmd00,cmd00_write_param16_to_reg16,0,13069,13,51,cmd00_write_param16_to_reg16(/*param16*/ 0x330d)
0x0c7d,cmd23,cmd23_noop,46,-1,-1,-1,cmd23_noop()
0x0c7e,cmd12,cmd12_goto,24,3183,111,12,cmd12_goto(/*addr16*/ 0x0c6f)
0x0c81,cmd00,cmd00_write_param16_to_reg16,0,13124,68,51,cmd00_write_param16_to_reg16(/*param16*/ 0x3344)
0x0c84,cmd23,cmd23_noop,46,-1,-1,-1,cmd23_noop()
0x0c85,cmd12,cmd12_goto,24,3208,136,12,cmd12_goto(/*addr16*/ 0x0c88)
0x0c88,cmd19,cmd19_issue_new_frame,38,-1,-1,-1,cmd19_issue_new_frame()
0x0c89,cmd12,cmd12_goto,24,3208,136,12,cmd12_goto(/*addr16*/ 0x0c88)
0x0c8c,cmd11,cmdl11_check_reg16_xor_param16,23,3077,5,12,cmdl11_check_reg16_xor_param16(/*param16*/ 0x0c05)
0x0c8f,cmd01,cmdl01_store_reg16_to_tape_addr,3,3343,15,13,cmdl01_store_reg16_to_tape_addr(/*addr16*/ 0x0d0f)
0x0c92,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,5120,0,20,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1400)
0x0c95,cmd07,cmdl07_check_reg16_lt_param16,15,3328,0,13,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0d00)
0x0c98,cmd07,cmdl07_check_reg16_lt_param16,15,3605,21,14,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0e15)
0x0c9b,cmd10,cmd10_check_reg16_or_param16,20,2305,1,9,cmd10_check_reg16_or_param16(/*param16*/ 0x0901)
0x0c9e,cmd07,cmd07_check_reg16_lt_param16,14,256,0,1,cmd07_check_reg16_lt_param16(/*param16*/ 0x0100)
0x0ca1,cmd07,cmd07_check_reg16_lt_param16,14,4,4,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0004)
0x0ca4,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,274,18,1,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0112)
0x0ca7,cmd03,cmdl03_set_loaded_reg16_to_param16,7,3599,15,14,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x0e0f)
0x0caa,cmd15,cmdl15_stack_preserve_call,31,3865,25,15,cmdl15_stack_preserve_call(/*addr16*/ 0x0f19)
0x0cad,cmd10,cmdl10_check_reg16_or_param16,21,2048,0,8,cmdl10_check_reg16_or_param16(/*param16*/ 0x0800)
0x0cb0,cmd00,cmdl00_write_param16_to_reg16,1,1302,22,5,cmdl00_write_param16_to_reg16(/*param16*/ 0x0516)
0x0cb3,cmd00,cmd00_write_param16_to_reg16,0,1292,12,5,cmd00_write_param16_to_reg16(/*param16*/ 0x050c)
0x0cb6,cmd03,cmd03_set_loaded_reg16_to_param16,6,20,20,0,cmd03_set_loaded_reg16_to_param16(/*param16*/ 0x0014)
0x0cb9,cmd12,cmdl12_goto,25,5391,15,21,cmdl12_goto(/*addr16*/ 0x150f)
0x0cbc,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,5632,0,22,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1600)
0x0cbf,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,3084,12,12,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0c0c)
0x0cc2,cmd00,cmdl00_write_param16_to_reg16,1,1287,7,5,cmdl00_write_param16_to_reg16(/*param16*/ 0x0507)
0x0cc5,cmd00,cmd00_write_param16_to_reg16,0,3585,1,14,cmd00_write_param16_to_reg16(/*param16*/ 0x0e01)
0x0cc8,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,5120,0,20,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1400)
0x0ccb,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,5633,1,22,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1601)
0x0cce,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,1292,12,5,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x050c)
0x0cd1,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,3584,0,14,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0e00)
0x0cd4,cmd07,cmdl07_check_reg16_lt_param16,15,5138,18,20,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1412)
0x0cd7,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5120,0,20,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x1400)
0x0cda,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3858,18,15,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0f12)
0x0cdd,cmd10,cmdl10_check_reg16_or_param16,21,2055,7,8,cmdl10_check_reg16_or_param16(/*param16*/ 0x0807)
0x0ce0,cmd00,cmd00_write_param16_to_reg16,0,2068,20,8,cmd00_write_param16_to_reg16(/*param16*/ 0x0814)
0x0ce3,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,4096,0,16,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1000)
0x0ce6,cmd06,cmd06_check_reg16_is_param16,12,2305,1,9,cmd06_check_reg16_is_param16(/*param16*/ 0x0901)
0x0ce9,cmd07,cmd07_check_reg16_lt_param16,14,19,19,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0013)
0x0cec,cmd01,cmd01_store_reg16_to_tape_addr,2,2322,18,9,cmd01_store_reg16_to_tape_addr(/*addr16*/ 0x0912)
0x0cef,cmd07,cmd07_check_reg16_lt_param16,14,2311,7,9,cmd07_check_reg16_lt_param16(/*param16*/ 0x0907)
0x0cf2,cmd07,cmd07_check_reg16_lt_param16,14,7,7,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0007)
0x0cf5,cmd07,cmd07_check_reg16_lt_param16,14,5135,15,20,cmd07_check_reg16_lt_param16(/*param16*/ 0x140f)
0x0cf8,cmd04,cmd04_sum_reg16_param16_to_reg16,8,3593,9,14,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0e09)
0x0cfb,cmd03,cmdl03_set_loaded_reg16_to_param16,7,512,0,2,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x0200)
0x0cfe,cmd10,cmdl10_check_reg16_or_param16,21,20,20,0,cmdl10_check_reg16_or_param16(/*param16*/ 0x0014)
0x0d01,cmd12,cmdl12_goto,25,5391,15,21,cmdl12_goto(/*addr16*/ 0x150f)
0x0d04,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,5888,0,23,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1700)
0x0d07,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,4884,20,19,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x1314)
0x0d0a,cmd00,cmd00_write_param16_to_reg16,0,3585,1,14,cmd00_write_param16_to_reg16(/*param16*/ 0x0e01)
0x0d0d,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,4864,0,19,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1300)
0x0d10,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,4878,14,19,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x130e)
0x0d13,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,3840,0,15,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0f00)
0x0d16,cmd03,cmd03_set_loaded_reg16_to_param16,6,256,0,1,cmd03_set_loaded_reg16_to_param16(/*param16*/ 0x0100)
0x0d19,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,1302,22,5,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0516)
0x0d1c,cmd07,cmd07_check_reg16_lt_param16,14,5396,20,21,cmd07_check_reg16_lt_param16(/*param16*/ 0x1514)
0x0d1f,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,65285,5,255,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0xff05)
0x0d22,cmd12,cmdl12_goto,25,5391,15,21,cmdl12_goto(/*addr16*/ 0x150f)
0x0d25,cmd00,cmd00_write_param16_to_reg16,0,4609,1,18,cmd00_write_param16_to_reg16(/*param16*/ 0x1201)
0x0d28,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,5641,9,22,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1609)
0x0d2b,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,256,0,1,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0100)
0x0d2e,cmd10,cmd10_check_reg16_or_param16,20,256,0,1,cmd10_check_reg16_or_param16(/*param16*/ 0x0100)
0x0d31,cmd00,cmd00_write_param16_to_reg16,0,4611,3,18,cmd00_write_param16_to_reg16(/*param16*/ 0x1203)
0x0d34,cmd07,cmdl07_check_reg16_lt_param16,15,4883,19,19,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1313)
0x0d37,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,271,15,1,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x010f)
0x0d3a,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,7955,19,31,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1f13)
0x0d3d,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0d40,cmd00,cmd00_write_param16_to_reg16,0,2312,8,9,cmd00_write_param16_to_reg16(/*param16*/ 0x0908)
0x0d43,cmd03,cmdl03_set_loaded_reg16_to_param16,7,3080,8,12,cmdl03_set_loaded_reg16_to_param16(/*param16*/ 0x0c08)
0x0d46,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,2055,7,8,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0807)
0x0d49,cmd10,cmd10_check_reg16_or_param16,20,3328,0,13,cmd10_check_reg16_or_param16(/*param16*/ 0x0d00)
0x0d4c,cmd07,cmdl07_check_reg16_lt_param16,15,3605,21,14,cmdl07_check_reg16_lt_param16(/*param16*/ 0x0e15)
0x0d4f,cmd10,cmd10_check_reg16_or_param16,20,2305,1,9,cmd10_check_reg16_or_param16(/*param16*/ 0x0901)
0x0d52,cmd07,cmd07_check_reg16_lt_param16,14,19,19,0,cmd07_check_reg16_lt_param16(/*param16*/ 0x0013)
0x0d55,cmd10,cmd10_check_reg16_or_param16,20,5903,15,23,cmd10_check_reg16_or_param16(/*param16*/ 0x170f)
0x0d58,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,18,18,0,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x0012)
0x0d5b,cmd10,cmd10_check_reg16_or_param16,20,15,15,0,cmd10_check_reg16_or_param16(/*param16*/ 0x000f)
0x0d5e,cmd10,cmd10_check_reg16_or_param16,20,1288,8,5,cmd10_check_reg16_or_param16(/*param16*/ 0x0508)
0x0d61,cmd00,cmd00_write_param16_to_reg16,0,3854,14,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f0e)
0x0d64,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,2068,20,8,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0814)
0x0d67,cmd15,cmdl15_stack_preserve_call,31,1,1,0,cmdl15_stack_preserve_call(/*addr16*/ 0x0001)
0x0d6a,cmd10,cmd10_check_reg16_or_param16,20,274,18,1,cmd10_check_reg16_or_param16(/*param16*/ 0x0112)
0x0d6d,cmd11,cmd11_check_reg16_xor_param16,22,3077,5,12,cmd11_check_reg16_xor_param16(/*param16*/ 0x0c05)
0x0d70,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,1806,14,7,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x070e)
0x0d73,cmd00,cmd00_write_param16_to_reg16,0,259,3,1,cmd00_write_param16_to_reg16(/*param16*/ 0x0103)
0x0d76,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,5633,1,22,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1601)
0x0d79,cmd00,cmdl00_write_param16_to_reg16,1,14,14,0,cmdl00_write_param16_to_reg16(/*param16*/ 0x000e)
0x0d7c,cmd04,cmdl04_sum_reg16_param16_to_reg16,9,19,19,0,cmdl04_sum_reg16_param16_to_reg16(/*param16*/ 0x0013)
0x0d7f,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,3860,20,15,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x0f14)
0x0d82,cmd08,cmd08_check_reg16_and_param16,16,1296,16,5,cmd08_check_reg16_and_param16(/*param16*/ 0x0510)
0x0d85,cmd02,cmd02_store_loaded_reg16_to_loaded_param16,4,5120,0,20,cmd02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1400)
0x0d88,cmd07,cmdl07_check_reg16_lt_param16,15,5120,0,20,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1400)
0x0d8b,cmd04,cmd04_sum_reg16_param16_to_reg16,8,5,5,0,cmd04_sum_reg16_param16_to_reg16(/*param16*/ 0x0005)
0x0d8e,cmd02,cmdl02_store_loaded_reg16_to_loaded_param16,5,4865,1,19,cmdl02_store_loaded_reg16_to_loaded_param16(/*addr16*/ 0x1301)
0x0d91,cmd10,cmd10_check_reg16_or_param16,20,287,31,1,cmd10_check_reg16_or_param16(/*param16*/ 0x011f)
0x0d94,cmd00,cmd00_write_param16_to_reg16,0,3846,6,15,cmd00_write_param16_to_reg16(/*param16*/ 0x0f06)
0x0d97,cmd09,cmd09_mask_reg16_and_param16_to_reg16,18,4869,5,19,cmd09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1305)
0x0d9a,cmd10,cmd10_check_reg16_or_param16,20,2304,0,9,cmd10_check_reg16_or_param16(/*param16*/ 0x0900)
0x0d9d,cmd09,cmdl09_mask_reg16_and_param16_to_reg16,19,5120,0,20,cmdl09_mask_reg16_and_param16_to_reg16(/*param16*/ 0x1400)
0x0da0,cmd07,cmdl07_check_reg16_lt_param16,15,5120,0,20,cmdl07_check_reg16_lt_param16(/*param16*/ 0x1400)
